Time,State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s),State DB Commit Latency (s)
3,NaN,0.000863,NaN,NaN,NaN,NaN,0.00105,0.000857,0.00153,0.00104,0.000994,NaN,0.000790,0.00107,0.00119,NaN
8,0.00105,0.000977,0.00104,0.000982,0.000961,0.00107,0.00101,0.000935,0.000993,0.00102,0.000942,0.00100,0.000919,0.000896,0.00105,0.00110
13,0.00114,0.00100,0.00101,0.000996,0.000971,0.00105,0.00102,0.000930,0.00101,0.00103,0.000997,0.00106,0.000986,0.000933,0.00103,0.000977
18,0.00114,0.00102,0.00103,0.00103,0.000996,0.00104,0.00103,0.000982,0.00100,0.00101,0.000962,0.00106,0.000990,0.000954,0.00101,0.00102
23,0.00112,0.00101,0.00103,0.00100,0.00101,0.00102,0.00103,0.00102,0.00103,0.00109,0.00101,0.00106,0.00101,0.00101,0.000992,0.000985
28,0.00105,0.00102,0.00105,0.000994,0.00104,0.000997,0.00102,0.00105,0.00101,0.00106,0.000998,0.00105,0.00103,0.00101,0.000978,0.00101
33,0.00102,0.000995,0.00101,0.000960,0.00102,0.000993,0.00101,0.00106,0.000997,0.00107,0.00101,0.00104,0.00107,0.00103,0.000959,0.000984
38,0.00102,0.00103,0.00101,0.000990,0.00102,0.000980,0.00103,0.00107,0.000989,0.00102,0.00101,0.00105,0.00110,0.00104,0.000985,0.00101
43,0.00105,0.00101,0.00102,0.00101,0.00101,0.00103,0.00104,0.00105,0.00101,0.00101,0.000983,0.00101,0.00108,0.00105,0.00101,0.00105
48,0.00106,0.00101,0.00108,0.00105,0.000993,0.00104,0.00104,0.00106,0.00100,0.000990,0.000979,0.000991,0.000998,0.00101,0.00104,0.00105
53,0.00107,0.00100,0.00104,0.00105,0.00102,0.00106,0.00102,0.00104,0.00102,0.000970,0.000983,0.00106,0.000986,0.00101,0.00102,0.00101
58,0.00108,0.000982,0.00102,0.00103,0.00101,0.00103,0.00101,0.00104,0.00101,0.000958,0.000972,0.00110,0.000956,0.000990,0.000999,0.000989
63,0.00110,0.000990,0.000990,0.00103,0.00106,0.00106,0.00100,0.00101,0.00102,0.000963,0.000957,0.00114,0.00100,0.00106,0.000972,0.00100
68,0.00108,0.000962,0.000979,0.000998,0.00104,0.00102,0.000999,0.000967,0.000979,0.000933,0.000928,0.00103,0.00102,0.00103,0.000970,0.00104
73,0.00112,0.00104,0.00101,0.00104,0.00106,0.00108,0.00105,0.00103,0.00103,0.000975,0.000982,0.00106,0.00109,0.00110,0.00103,0.00110
78,0.00115,0.00105,0.00101,0.00101,0.00104,0.00105,0.00105,0.00106,0.00106,0.000972,0.00102,0.00105,0.00109,0.00102,0.00107,0.00110
83,0.00122,0.00117,0.00107,0.00106,0.00110,0.00113,0.00119,0.00131,0.00119,0.00115,0.00113,0.00117,0.00115,0.00114,0.00116,0.00114
88,0.00104,0.000965,0.000951,0.000930,0.00103,0.000924,0.000840,0.000870,0.00108,0.00102,0.000728,0.00102,0.000869,0.000839,0.000893,0.000988
93,NaN,NaN,0.000734,NaN,NaN,0.000836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000967
98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
