Time,Endorsement Failures,Orderer Broadcast Errors,MVCC Conflicts
3421,0,0,0
3426,0,0,0
3431,0,0,0
3436,0,0,0
3441,0,0,0
3446,0,0,0
3451,0,0,0
3456,0,0,0
3461,0,0,0
3466,0,0,0
3471,0,0,0
3476,0,0,0
3481,0,0,0
3486,0,0,0
3491,0,0,0
3496,0,0,0
3501,0,0,0
3506,0,0,0
3511,0,0,0
3516,0,0,0
3521,0,0,0
3526,0,0,0
3531,0,0,0
3536,0,0,0
3541,0,0,0
3546,0,0,0
3551,0,0,0
3556,0,0,0
3561,0,0,0
3566,0,0,0
3571,0,0,0
3576,0,0,0
3581,0,0,0
3586,0,0,0
3591,0,0,0
3596,0,0,0
3601,0,0,0
3606,0,0,0
3611,0,0,0
3616,0,0,0
3621,0,0,0
3626,0,0,0
3631,0,0,0
3636,0,0,0
3641,0,0,0
3646,0,0,0
3651,0,0,0
3656,0,0,0
3661,0,0,0
3666,0,0,0
3671,0,0,0
3676,0,0,0
3681,0,0,0
3686,0,0,0
3691,0,0,0
3696,0,0,0
3701,0,0,0
3706,0,0,0
3711,0,0,0
3716,0,0,0
3721,0,0,0
3726,0,0,0
3731,0,0,0
3736,0,0,0
3741,0,0,0
3746,0,0,0
3751,0,0,0
3756,0,0,0
3761,0,0,0
3766,0,0,0
3771,0,0,0
3776,0,0,0
3781,0,0,0
3786,0,0,0
3791,0,0,0
3796,0,0,0
3801,0,0,0
3806,0,0,0
3811,0,0,0
3816,0,0,0
3821,0,0,0
3826,0,0,0
3831,0,0,0
3836,0,0,0
3841,0,0,0
3846,0,0,0
3851,0,0,0
3856,0,0,0
3861,0,0,0
3866,0,0,0
3871,0,0,0
3876,0,0,0
3881,0,0,0
3886,0,0,0
3891,0,0,0
3896,0,0,0
3901,0,0,0
3906,0,0,0
3911,0,0,0
3916,0,0,0
3921,0,0,0
3926,0,0,0
3931,0,0,0
3936,0,0,0
3941,0,0,0
3946,0,0,0
3951,0,0,0
3956,0,0,0
3961,0,0,0
3966,0,0,0
3971,0,0,0
3976,0,0,0
3981,0,0,0
3986,0,0,0
3991,0,0,0
3996,0,0,0
4001,0,0,0
4006,0,0,0
4011,0,0,0
4016,0,0,0
4021,0,0,0
4026,0,0,0
4031,0,0,0
4036,0,0,0
4041,0,0,0
4046,0,0,0
4051,0,0,0
4056,0,0,0
4061,0,0,0
4066,0,0,0
4071,0,0,0
4076,0,0,0
4081,0,0,0
4086,0,0,0
4091,0,0,0
4096,0,0,0
4101,0,0,0
4106,0,0,0
4111,0,0,0
4116,0,0,0
4121,0,0,0
4126,0,0,0
4131,0,0,0
4136,0,0,0
4141,0,0,0
4146,0,0,0
4151,0,0,0
4156,0,0,0
4161,0,0,0
4166,0,0,0
4171,0,0,0
4176,0,0,0
4181,0,0,0
4186,0,0,0
4191,0,0,0
4196,0,0,0
4201,0,0,0
4206,0,0,0
4211,0,0,0
4216,0,0,0
4221,0,0,0
4226,0,0,0
4231,0,0,0
4236,0,0,0
4241,0,0,0
4246,0,0,0
4251,0,0,0
4256,0,0,0
4261,0,0,0
4266,0,0,0
4271,0,0,0
4276,0,0,0
4281,0,0,0
4286,0,0,0
4291,0,0,0
4296,0,0,0
4301,0,0,0
4306,0,0,0
4311,0,0,0
4316,0,0,0
4321,0,0,0
4326,0,0,0
4331,0,0,0
4336,0,0,0
4341,0,0,0
4346,0,0,0
4351,0,0,0
4356,0,0,0
4361,0,0,0
4366,0,0,0
4371,0,0,0
4376,0,0,0
4381,0,0,0
4386,0,0,0
4391,0,0,0
4396,0,0,0
4401,0,0,0
4406,0,0,0
4411,0,0,0
4416,0,0,0
4421,0,0,0
4426,0,0,0
4431,0,0,0
4436,0,0,0
4441,0,0,0
4446,0,0,0
4451,0,0,0
4456,0,0,0
4461,0,0,0
4466,0,0,0
4471,0,0,0
4476,0,0,0
4481,0,0,0
4486,0,0,0
4491,0,0,0
4496,0,0,0
4501,0,0,0
4506,0,0,0
4511,0,0,0
4516,0,0,0
4521,0,0,0
4526,0,0,0
4531,0,0,0
4536,0,0,0
4541,0,0,0
4546,0,0,0
4551,0,0,0
4556,0,0,0
4561,0,0,0
4566,0,0,0
4571,0,0,0
4576,0,0,0
4581,0,0,0
4586,0,0,0
4591,0,0,0
4596,0,0,0
4601,0,0,0
4606,0,0,0
4611,0,0,0
4616,0,0,0
4621,0,0,0
4626,0,0,0
4631,0,0,0
4636,0,0,0
4641,0,0,0
4646,0,0,0
4651,0,0,0
4656,0,0,0
4661,0,0,0
4666,0,0,0
4671,0,0,0
4676,0,0,0
4681,0,0,0
4686,0,0,0
4691,0,0,0
4696,0,0,0
4701,0,0,0
4706,0,0,0
4711,0,0,0
4716,0,0,0
4721,0,0,0
4726,0,0,0
4731,0,0,0
4736,0,0,0
4741,0,0,0
4746,0,0,0
4751,0,0,0
4756,0,0,0
4761,0,0,0
4766,0,0,0
4771,0,0,0
4776,0,0,0
4781,0,0,0
4786,0,0,0
4791,0,0,0
4796,0,0,0
4801,0,0,0
4806,0,0,0
4811,0,0,0
4816,0,0,0
4821,0,0,0
4826,0,0,0
4831,0,0,0
4836,0,0,0
4841,0,0,0
4846,0,0,0
4851,0,0,0
4856,0,0,0
4861,0,0,0
4866,0,0,0
4871,0,0,0
4876,0,0,0
4881,0,0,0
4886,0,0,0
4891,0,0,0
4896,0,0,0
4901,0,0,0
4906,0,0,0
4911,0,0,0
4916,0,0,0
4921,0,0,0
4926,0,0,0
4931,0,0,0
4936,0,0,0
4941,0,0,0
4946,0,0,0
4951,0,0,0
4956,0,0,0
4961,0,0,0
4966,0,0,0
4971,0,0,0
4976,0,0,0
4981,0,0,0
4986,0,0,0
4991,0,0,0
4996,0,0,0
5001,0,0,0
5006,0,0,0
5011,0,0,0
5016,0,0,0
5021,0,0,0
5026,0,0,0
5031,0,0,0
5036,0,0,0
5041,0,0,0
5046,0,0,0
5051,0,0,0
5056,0,0,0
5061,0,0,0
5066,0,0,0
5071,0,0,0
5076,0,0,0
5081,0,0,0
5086,0,0,0
5091,0,0,0
5096,0,0,0
5101,0,0,0
5106,0,0,0
5111,0,0,0
5116,0,0,0
5121,0,0,0
5126,0,0,0
5131,0,0,0
5136,0,0,0
5141,0,0,0
5146,0,0,0
5151,0,0,0
5156,0,0,0
5161,0,0,0
5166,0,0,0
5171,0,0,0
5176,0,0,0
5181,0,0,0
5186,0,0,0
5191,0,0,0
5196,0,0,0
5201,0,0,0
5206,0,0,0
5211,0,0,0
5216,0,0,0
5221,0,0,0
5226,0,0,0
5231,0,0,0
5236,0,0,0
5241,0,0,0
5246,0,0,0
5251,0,0,0
5256,0,0,0
5261,0,0,0
5266,0,0,0
5271,0,0,0
5276,0,0,0
5281,0,0,0
5286,0,0,0
5291,0,0,0
5296,0,0,0
5301,0,0,0
5306,0,0,0
5311,0,0,0
5316,0,0,0
5321,0,0,0
5326,0,0,0
5331,0,0,0
5336,0,0,0
5341,0,0,0
5346,0,0,0
5351,0,0,0
5356,0,0,0
5361,0,0,0
5366,0,0,0
5371,0,0,0
5376,0,0,0
5381,0,0,0
5386,0,0,0
5391,0,0,0
5396,0,0,0
5401,0,0,0
5406,0,0,0
5411,0,0,0
5416,0,0,0
5421,0,0,0
5426,0,0,0
5431,0,0,0
5436,0,0,0
5441,0,0,0
5446,0,0,0
5451,0,0,0
5456,0,0,0
5461,0,0,0
5466,0,0,0
5471,0,0,0
5476,0,0,0
5481,0,0,0
5486,0,0,0
5491,0,0,0
5496,0,0,0
5501,0,0,0
5506,0,0,0
5511,0,0,0
5516,0,0,0
5521,0,0,0
5526,0,0,0
5531,0,0,0
5536,0,0,0
5541,0,0,0
5546,0,0,0
5551,0,0,0
5556,0,0,0
5561,0,0,0
5566,0,0,0
5571,0,0,0
5576,0,0,0
5581,0,0,0
5586,0,0,0
5591,0,0,0
5596,0,0,0
5601,0,0,0
5606,0,0,0
5611,0,0,0
5616,0,0,0
5621,0,0,0
5626,0,0,0
5631,0,0,0
5636,0,0,0
5641,0,0,0
5646,0,0,0
5651,0,0,0
5656,0,0,0
5661,0,0,0
5666,0,0,0
5671,0,0,0
5676,0,0,0
5681,0,0,0
5686,0,0,0
5691,0,0,0
5696,0,0,0
5701,0,0,0
5706,0,0,0
5711,0,0,0
5716,0,0,0
5721,0,0,0
5726,0,0,0
5731,0,0,0
5736,0,0,0
5741,0,0,0
5746,0,0,0
5751,0,0,0
5756,0,0,0
5761,0,0,0
5766,0,0,0
5771,0,0,0
5776,0,0,0
5781,0,0,0
5786,0,0,0
5791,0,0,0
5796,0,0,0
5801,0,0,0
5806,0,0,0
5811,0,0,0
5816,0,0,0
5821,0,0,0
5826,0,0,0
5831,0,0,0
5836,0,0,0
5841,0,0,0
5846,0,0,0
5851,0,0,0
5856,0,0,0
5861,0,0,0
5866,0,0,0
5871,0,0,0
5876,0,0,0
5881,0,0,0
5886,0,0,0
5891,0,0,0
5896,0,0,0
5901,0,0,0
5906,0,0,0
5911,0,0,0
5916,0,0,0
5921,0,0,0
5926,0,0,0
5931,0,0,0
5936,0,0,0
5941,0,0,0
5946,0,0,0
5951,0,0,0
5956,0,0,0
5961,0,0,0
5966,0,0,0
5971,0,0,0
5976,0,0,0
5981,0,0,0
5986,0,0,0
5991,0,0,0
5996,0,0,0
6001,0,0,0
6006,0,0,0
6011,0,0,0
6016,0,0,0
6021,0,0,0
6026,0,0,0
6031,0,0,0
6036,0,0,0
6041,0,0,0
6046,0,0,0
6051,0,0,0
6056,0,0,0
6061,0,0,0
6066,0,0,0
6071,0,0,0
6076,0,0,0
6081,0,0,0
6086,0,0,0
6091,0,0,0
6096,0,0,0
6101,0,0,0
6106,0,0,0
6111,0,0,0
6116,0,0,0
6121,0,0,0
6126,0,0,0
6131,0,0,0
6136,0,0,0
6141,0,0,0
6146,0,0,0
6151,0,0,0
6156,0,0,0
6161,0,0,0
6166,0,0,0
6171,0,0,0
6176,0,0,0
6181,0,0,0
6186,0,0,0
6191,0,0,0
6196,0,0,0
6201,0,0,0
6206,0,0,0
6211,0,0,0
6216,0,0,0
6221,0,0,0
6226,0,0,0
6231,0,0,0
6236,0,0,0
6241,0,0,0
6246,0,0,0
6251,0,0,0
6256,0,0,0
6261,0,0,0
6266,0,0,0
6271,0,0,0
6276,0,0,0
6281,0,0,0
6286,0,0,0
6291,0,0,0
6296,0,0,0
6301,0,0,0
6306,0,0,0
6311,0,0,0
6316,0,0,0
6321,0,0,0
6326,0,0,0
6331,0,0,0
6336,0,0,0
6341,0,0,0
6346,0,0,0
6351,0,0,0
6356,0,0,0
6361,0,0,0
6366,0,0,0
6371,0,0,0
6376,0,0,0
6381,0,0,0
6386,0,0,0
6391,0,0,0
6396,0,0,0
6401,0,0,0
6406,0,0,0
6411,0,0,0
6416,0,0,0
6421,0,0,0
6426,0,0,0
6431,0,0,0
6436,0,0,0
6441,0,0,0
6446,0,0,0
6451,0,0,0
6456,0,0,0
6461,0,0,0
6466,0,0,0
6471,0,0,0
6476,0,0,0
6481,0,0,0
6486,0,0,0
6491,0,0,0
6496,0,0,0
6501,0,0,0
6506,0,0,0
6511,0,0,0
6516,0,0,0
6521,0,0,0
6526,0,0,0
6531,0,0,0
6536,0,0,0
6541,0,0,0
6546,0,0,0
6551,0,0,0
6556,0,0,0
6561,0,0,0
6566,0,0,0
6571,0,0,0
6576,0,0,0
6581,0,0,0
6586,0,0,0
6591,0,0,0
6596,0,0,0
6601,0,0,0
6606,0,0,0
6611,0,0,0
6616,0,0,0
6621,0,0,0
6626,0,0,0
6631,0,0,0
6636,0,0,0
6641,0,0,0
6646,0,0,0
6651,0,0,0
6656,0,0,0
6661,0,0,0
6666,0,0,0
6671,0,0,0
6676,0,0,0
6681,0,0,0
6686,0,0,0
6691,0,0,0
6696,0,0,0
6701,0,0,0
6706,0,0,0
6711,0,0,0
6716,0,0,0
6721,0,0,0
6726,0,0,0
6731,0,0,0
6736,0,0,0
6741,0,0,0
6746,0,0,0
6751,0,0,0
6756,0,0,0
6761,0,0,0
6766,0,0,0
6771,0,0,0
6776,0,0,0
6781,0,0,0
6786,0,0,0
6791,0,0,0
6796,0,0,0
6801,0,0,0
6806,0,0,0
6811,0,0,0
6816,0,0,0
6821,0,0,0
6826,0,0,0
6831,0,0,0
6836,0,0,0
6841,0,0,0
6846,0,0,0
6851,0,0,0
6856,0,0,0
6861,0,0,0
6866,0,0,0
6871,0,0,0
6876,0,0,0
6881,0,0,0
6886,0,0,0
6891,0,0,0
6896,0,0,0
6901,0,0,0
6906,0,0,0
6911,0,0,0
6916,0,0,0
6921,0,0,0
6926,0,0,0
6931,0,0,0
6936,0,0,0
6941,0,0,0
6946,0,0,0
6951,0,0,0
6956,0,0,0
6961,0,0,0
6966,0,0,0
6971,0,0,0
6976,0,0,0
6981,0,0,0
6986,0,0,0
6991,0,0,0
6996,0,0,0
7001,0,0,0
7006,0,0,0
7011,0,0,0
7016,0,0,0
7021,0,0,0
7026,0,0,0
7031,0,0,0
7036,0,0,0
7041,0,0,0
7046,0,0,0
7051,0,0,0
7056,0,0,0
7061,0,0,0
7066,0,0,0
7071,0,0,0
7076,0,0,0
7081,0,0,0
7086,0,0,0
7091,0,0,0
7096,0,0,0
7101,0,0,0
7106,0,0,0
7111,0,0,0
7116,0,0,0
7121,0,0,0
7126,0,0,0
7131,0,0,0
7136,0,0,0
7141,0,0,0
7146,0,0,0
7151,0,0,0
7156,0,0,0
7161,0,0,0
7166,0,0,0
7171,0,0,0
7176,0,0,0
7181,0,0,0
7186,0,0,0
7191,0,0,0
7196,0,0,0
7201,0,0,0
7206,0,0,0
7211,0,0,0
7216,0,0,0
7221,0,0,0
7226,0,0,0
7231,0,0,0
7236,0,0,0
7241,0,0,0
7246,0,0,0
7251,0,0,0
7256,0,0,0
7261,0,0,0
7266,0,0,0
7271,0,0,0
7276,0,0,0
7281,0,0,0
7286,0,0,0
7291,0,0,0
7296,0,0,0
7301,0,0,0
7306,0,0,0
7311,0,0,0
7316,0,0,0
7321,0,0,0
7326,0,0,0
7331,0,0,0
7336,0,0,0
7341,0,0,0
7346,0,0,0
7351,0,0,0
7356,0,0,0
7361,0,0,0
7366,0,0,0
7371,0,0,0
7376,0,0,0
7381,0,0,0
7386,0,0,0
7391,0,0,0
7396,0,0,0
7401,0,0,0
7406,0,0,0
7411,0,0,0
7416,0,0,0
7421,0,0,0
7426,0,0,0
7431,0,0,0
7436,0,0,0
7441,0,0,0
7446,0,0,0
7451,0,0,0
7456,0,0,0
7461,0,0,0
7466,0,0,0
7471,0,0,0
7476,0,0,0
7481,0,0,0
7486,0,0,0
7491,0,0,0
7496,0,0,0
7501,0,0,0
7506,0,0,0
7511,0,0,0
7516,0,0,0
7521,0,0,0
7526,0,0,0
7531,0,0,0
7536,0,0,0
7541,0,0,0
7546,0,0,0
7551,0,0,0
7556,0,0,0
7561,0,0,0
7566,0,0,0
7571,0,0,0
7576,0,0,0
7581,0,0,0
7586,0,0,0
7591,0,0,0
7596,0,0,0
