Time,Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s),Block Processing Time (s)
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,NaN,0.00251,NaN,NaN,NaN,NaN,0.000860,0.000419,NaN,0.000457,0.000270,NaN,0.000284,0.000412,0.000422,NaN
42,0.000470,0.00109,0.000401,0.000778,0.00134,0.000628,0.000510,0.000365,0.000364,0.000586,0.000628,0.000398,0.000798,0.000519,0.000466,0.000391
47,0.000405,0.000885,0.000638,0.000625,0.000809,0.000438,0.000646,0.000367,0.000434,0.000519,0.000612,0.000570,0.000607,0.000452,0.000593,0.000458
52,0.000445,0.000722,0.000565,0.000594,0.000785,0.000497,0.000601,0.000431,0.000429,0.000537,0.000567,0.000510,0.000613,0.000424,0.000548,0.000531
57,0.000429,0.000573,0.000645,0.000569,0.000674,0.000445,0.000567,0.000473,0.000462,0.000532,0.000513,0.000527,0.000447,0.000451,0.000581,0.000581
62,0.000490,0.000479,0.000498,0.000601,0.000585,0.000440,0.000477,0.000502,0.000505,0.000486,0.000458,0.000442,0.000451,0.000502,0.000481,0.000535
67,0.000508,0.000575,0.000501,0.000580,0.000511,0.000424,0.000563,0.000545,0.000492,0.000505,0.000449,0.000465,0.000491,0.000542,0.000523,0.000469
72,0.000501,0.000607,0.000446,0.000525,0.000453,0.000452,0.000561,0.000568,0.000504,0.000521,0.000463,0.000463,0.000508,0.000532,0.000597,0.000454
77,0.000571,0.000613,0.000511,0.000540,0.000476,0.000549,0.000529,0.000536,0.000485,0.000525,0.000491,0.000482,0.000604,0.000528,0.000627,0.000483
82,0.000546,0.000581,0.000496,0.000510,0.000492,0.000530,0.000413,0.000464,0.000491,0.000519,0.000529,0.000482,0.000643,0.000507,0.000636,0.000565
87,0.000567,0.000557,0.000528,0.000518,0.000561,0.000510,0.000401,0.000521,0.000470,0.000466,0.000622,0.000473,0.000653,0.000482,0.000660,0.000575
92,0.000465,0.000601,0.000456,0.000426,0.000569,0.000416,0.000464,0.000551,0.000449,0.000492,0.000656,0.000549,0.000676,0.000553,0.000702,0.000573
97,0.000554,0.000546,0.000452,0.000403,0.000583,0.000439,0.000494,0.000601,0.000461,0.000417,0.000694,0.000536,0.000582,0.000590,0.000767,0.000515
102,0.000577,0.000484,0.000361,0.000362,0.000400,0.000455,0.000509,0.000347,0.000487,0.000400,0.000423,0.000616,0.000716,0.000733,0.000556,0.000490
107,0.000720,0.000434,0.000364,0.000383,0.000412,0.000500,0.000286,0.000354,0.000523,0.000389,0.000385,0.000313,0.000415,0.000432,0.000543,0.000484
112,0.000220,0.000136,0.000280,0.000129,0.000227,0.000563,NaN,NaN,0.000144,NaN,NaN,0.000155,0.000148,0.000150,0.000107,0.000367
117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
